name,lon,lat,variable,initmonth,leadtime,alpha,loc,scale,pzero,pval
45_40,45.0,40.0,tp,9,1,5.067252754785063,0.0,10.24647868530747,0.0,0.9329572691071444
45_40,45.0,40.0,tp,9,2,2.064895870593196,0.0,24.99896069193795,0.0,0.5573953187848413
45_40,45.0,40.0,tp,9,3,2.769393831624175,0.0,17.413196517143763,0.0,0.7610653918297894
45_40,45.0,40.0,tp,9,4,3.5507607879420893,0.0,12.63898213564478,0.0,0.3319401103723068
45_40,45.0,40.0,tp,9,5,4.038096316769409,0.0,14.227992071852292,0.0,0.8719985802736205
45_40,45.0,40.0,tp,9,6,8.446332628972597,0.0,9.83290684861737,0.0,0.4207399392569068
45_40,45.0,40.0,tp,10,0,5.067252754785063,0.0,10.24647868530747,0.0,0.9329572691071444
45_40,45.0,40.0,tp,10,1,2.064895870593196,0.0,24.99896069193795,0.0,0.5573953187848413
45_40,45.0,40.0,tp,10,2,2.769393831624175,0.0,17.413196517143763,0.0,0.7610653918297894
45_40,45.0,40.0,tp,10,3,3.5507607879420893,0.0,12.63898213564478,0.0,0.3319401103723068
45_40,45.0,40.0,tp,10,4,4.038096316769409,0.0,14.227992071852292,0.0,0.8719985802736205
45_40,45.0,40.0,tp,10,5,8.446332628972597,0.0,9.83290684861737,0.0,0.4207399392569068
45_40,45.0,40.0,tp,10,6,12.679932102436478,0.0,8.29716621686366,0.0,0.4846114245233252
45_40,45.0,40.0,tp,11,0,2.064895870593196,0.0,24.99896069193795,0.0,0.5573953187848413
45_40,45.0,40.0,tp,11,1,2.769393831624175,0.0,17.413196517143763,0.0,0.7610653918297894
45_40,45.0,40.0,tp,11,2,3.5507607879420893,0.0,12.63898213564478,0.0,0.3319401103723068
45_40,45.0,40.0,tp,11,3,4.038096316769409,0.0,14.227992071852292,0.0,0.8719985802736205
45_40,45.0,40.0,tp,11,4,8.446332628972597,0.0,9.83290684861737,0.0,0.4207399392569068
45_40,45.0,40.0,tp,11,5,12.679932102436478,0.0,8.29716621686366,0.0,0.4846114245233252
45_40,45.0,40.0,tp,11,6,14.01287969997953,0.0,7.47182317839579,0.0,0.6604138691225039
45_40,45.0,40.0,tp,12,0,2.769393831624175,0.0,17.413196517143763,0.0,0.7610653918297894
45_40,45.0,40.0,tp,12,1,3.5507607879420893,0.0,12.63898213564478,0.0,0.3319401103723068
45_40,45.0,40.0,tp,12,2,4.038096316769409,0.0,14.227992071852292,0.0,0.8719985802736205
45_40,45.0,40.0,tp,12,3,8.446332628972597,0.0,9.83290684861737,0.0,0.4207399392569068
45_40,45.0,40.0,tp,12,4,12.679932102436478,0.0,8.29716621686366,0.0,0.4846114245233252
45_40,45.0,40.0,tp,12,5,14.01287969997953,0.0,7.47182317839579,0.0,0.6604138691225039
45_40,45.0,40.0,tp,12,6,4.542961251959255,0.0,16.15493651386525,0.0,0.5781154260884316
45_41,45.0,41.0,tp,1,0,3.813828738238149,0.0,7.333575202852859,0.0,0.8469686877204986
45_41,45.0,41.0,tp,1,1,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,1,2,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,1,3,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,1,4,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,1,5,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
45_41,45.0,41.0,tp,1,6,3.3814669756409743,0.0,17.14706978696198,0.0,0.8075475950457686
45_41,45.0,41.0,tp,2,0,6.410224631803302,0.0,6.266590056714485,0.0,0.8009338922196737
45_41,45.0,41.0,tp,2,1,8.90226382963879,0.0,7.941042179418867,0.0,0.7989011488353734
45_41,45.0,41.0,tp,2,2,13.647608482427126,0.0,8.208471185322244,0.0,0.9855089982000658
45_41,45.0,41.0,tp,2,3,20.667719574050498,0.0,6.755558760041339,0.0,0.8137260153667423
45_41,45.0,41.0,tp,2,4,4.746882249452104,0.0,20.105091201773945,0.0,0.6973645963695716
