name,lon,lat,variable,initmonth,leadtime,mean,stdev,pval
44_40,44.0,40.0,tmx,10,2,4.908729553222656,2.8743913173675537,0.2426041513681411
44_40,44.0,40.0,tmx,10,3,3.01782751083374,2.528993368148804,0.0904552415013313
44_40,44.0,40.0,tmx,10,4,5.414618492126465,3.0145604610443115,0.3201948702335357
44_40,44.0,40.0,tmx,10,5,11.816508293151855,2.9801113605499268,0.6540058255195618
44_40,44.0,40.0,tmx,10,6,19.35333824157715,1.88313627243042,0.3967041075229645
44_40,44.0,40.0,tmx,11,0,11.131267547607422,2.0984549522399902,0.2079400718212127
44_40,44.0,40.0,tmx,11,1,4.908729553222656,2.8743913173675537,0.2426041513681411
44_40,44.0,40.0,tmx,11,2,3.01782751083374,2.528993368148804,0.0904552415013313
44_40,44.0,40.0,tmx,11,3,5.414618492126465,3.0145604610443115,0.3201948702335357
44_40,44.0,40.0,tmx,11,4,11.816508293151855,2.9801113605499268,0.6540058255195618
44_40,44.0,40.0,tmx,11,5,19.35333824157715,1.88313627243042,0.3967041075229645
44_40,44.0,40.0,tmx,11,6,24.83660316467285,1.567397952079773,0.0500302799046039
44_40,44.0,40.0,tmx,12,0,4.908729553222656,2.8743913173675537,0.2426041513681411
44_40,44.0,40.0,tmx,12,1,3.01782751083374,2.528993368148804,0.0904552415013313
44_40,44.0,40.0,tmx,12,2,5.414618492126465,3.0145604610443115,0.3201948702335357
44_40,44.0,40.0,tmx,12,3,11.816508293151855,2.9801113605499268,0.6540058255195618
44_40,44.0,40.0,tmx,12,4,19.35333824157715,1.88313627243042,0.3967041075229645
44_40,44.0,40.0,tmx,12,5,24.83660316467285,1.567397952079773,0.0500302799046039
44_40,44.0,40.0,tmx,12,6,30.894418716430664,1.634291648864746,0.4556018114089966
44_40,44.0,40.0,tmn,1,0,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,1,1,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,1,2,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,1,3,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,1,4,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,1,5,17.205047607421875,0.9714677929878236,0.8427702188491821
44_40,44.0,40.0,tmn,1,6,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,2,0,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,2,1,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,2,2,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,2,3,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,2,4,17.205047607421875,0.9714677929878236,0.8427702188491821
44_40,44.0,40.0,tmn,2,5,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,2,6,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,3,0,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,3,1,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,3,2,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,3,3,17.205047607421875,0.9714677929878236,0.8427702188491821
44_40,44.0,40.0,tmn,3,4,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,3,5,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,3,6,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,4,0,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,4,1,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,4,2,17.205047607421875,0.9714677929878236,0.8427702188491821
44_40,44.0,40.0,tmn,4,3,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,4,4,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,4,5,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,4,6,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,5,0,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,5,1,17.205047607421875,0.9714677929878236,0.8427702188491821
44_40,44.0,40.0,tmn,5,2,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,5,3,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,5,4,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,5,5,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,5,6,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,6,0,17.205047607421875,0.9714677929878236,0.8427702188491821
44_40,44.0,40.0,tmn,6,1,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,6,2,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,6,3,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,6,4,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,6,5,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,6,6,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,7,0,21.19150924682617,1.031166911125183,0.1909852027893066
44_40,44.0,40.0,tmn,7,1,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,7,2,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,7,3,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,7,4,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,7,5,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,7,6,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,8,0,20.53341293334961,0.9958561062812804,0.7689744830131531
44_40,44.0,40.0,tmn,8,1,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,8,2,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,8,3,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,8,4,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,8,5,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,8,6,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,9,0,14.988017082214355,1.1283279657363892,0.4860592186450958
44_40,44.0,40.0,tmn,9,1,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,9,2,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,9,3,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,9,4,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,9,5,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,9,6,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,10,0,7.885894775390625,1.1202116012573242,0.0436792448163032
44_40,44.0,40.0,tmn,10,1,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,10,2,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,10,3,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,10,4,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,10,5,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,10,6,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,11,0,0.2279022186994552,1.8778622150421145,0.0487977154552936
44_40,44.0,40.0,tmn,11,1,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,11,2,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,11,3,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,11,4,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,11,5,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,11,6,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,12,0,-5.739712715148926,3.007436990737915,0.0212651323527097
44_40,44.0,40.0,tmn,12,1,-8.406566619873047,3.009988784790039,0.0797291174530983
44_40,44.0,40.0,tmn,12,2,-6.4441633224487305,2.5461459159851074,0.5064567923545837
44_40,44.0,40.0,tmn,12,3,-0.7449073791503906,2.2134106159210205,0.3217681348323822
44_40,44.0,40.0,tmn,12,4,6.000410556793213,1.274395227432251,0.2106529027223587
44_40,44.0,40.0,tmn,12,5,11.789714813232422,0.8745508193969727,0.9404576420783995
44_40,44.0,40.0,tmn,12,6,17.205047607421875,0.9714677929878236,0.8427702188491821
44_41,44.0,41.0,tmx,1,0,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,1,1,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,1,2,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,1,3,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,1,4,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,1,5,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmx,1,6,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,2,0,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,2,1,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,2,2,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,2,3,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,2,4,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmx,2,5,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,2,6,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,3,0,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,3,1,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,3,2,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,3,3,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmx,3,4,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,3,5,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,3,6,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,4,0,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,4,1,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,4,2,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmx,4,3,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,4,4,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,4,5,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,4,6,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,5,0,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,5,1,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmx,5,2,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,5,3,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,5,4,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,5,5,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,5,6,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,6,0,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmx,6,1,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,6,2,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,6,3,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,6,4,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,6,5,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,6,6,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,7,0,17.3748779296875,1.0832992792129517,0.901462972164154
44_41,44.0,41.0,tmx,7,1,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,7,2,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,7,3,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,7,4,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,7,5,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,7,6,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,8,0,17.491695404052734,1.485779047012329,0.1562510430812835
44_41,44.0,41.0,tmx,8,1,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,8,2,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,8,3,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,8,4,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,8,5,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,8,6,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,9,0,14.496850967407228,1.2647255659103394,0.477887213230133
44_41,44.0,41.0,tmx,9,1,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,9,2,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,9,3,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,9,4,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,9,5,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,9,6,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,10,0,9.284334182739258,1.5817556381225586,0.1103777289390564
44_41,44.0,41.0,tmx,10,1,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,10,2,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,10,3,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,10,4,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,10,5,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,10,6,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,11,0,2.076570987701416,2.1299729347229004,0.4940537512302398
44_41,44.0,41.0,tmx,11,1,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,11,2,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,11,3,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,11,4,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,11,5,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,11,6,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,12,0,-3.168459415435791,2.4743168354034424,0.8777896165847778
44_41,44.0,41.0,tmx,12,1,-5.292609214782715,1.917618989944458,0.9254112243652344
44_41,44.0,41.0,tmx,12,2,-4.393566131591797,2.175337314605713,0.5114526152610779
44_41,44.0,41.0,tmx,12,3,-0.2553825378417969,2.364584445953369,0.2688401043415069
44_41,44.0,41.0,tmx,12,4,5.888991355895996,2.09566068649292,0.9055399298667908
44_41,44.0,41.0,tmx,12,5,11.078800201416016,1.2781829833984375,0.1482055783271789
44_41,44.0,41.0,tmx,12,6,14.983016967773438,1.0714055299758911,0.0245068632066249
44_41,44.0,41.0,tmn,1,0,-11.849318504333496,2.03530216217041,0.4234767258167267
44_41,44.0,41.0,tmn,1,1,-11.102684020996094,2.011218786239624,0.0939383283257484
44_41,44.0,41.0,tmn,1,2,-7.404495239257812,1.919505953788757,0.8790660500526428
44_41,44.0,41.0,tmn,1,3,-2.796703338623047,1.3837168216705322,0.1039074435830116
44_41,44.0,41.0,tmn,1,4,1.7460006475448608,1.0532912015914917,0.2659484148025512
44_41,44.0,41.0,tmn,1,5,5.683619022369385,0.8600391149520874,0.0182376708835363
44_41,44.0,41.0,tmn,1,6,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,2,0,-11.102684020996094,2.011218786239624,0.0939383283257484
44_41,44.0,41.0,tmn,2,1,-7.404495239257812,1.919505953788757,0.8790660500526428
44_41,44.0,41.0,tmn,2,2,-2.796703338623047,1.3837168216705322,0.1039074435830116
44_41,44.0,41.0,tmn,2,3,1.7460006475448608,1.0532912015914917,0.2659484148025512
44_41,44.0,41.0,tmn,2,4,5.683619022369385,0.8600391149520874,0.0182376708835363
44_41,44.0,41.0,tmn,2,5,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,2,6,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,3,0,-7.404495239257812,1.919505953788757,0.8790660500526428
44_41,44.0,41.0,tmn,3,1,-2.796703338623047,1.3837168216705322,0.1039074435830116
44_41,44.0,41.0,tmn,3,2,1.7460006475448608,1.0532912015914917,0.2659484148025512
44_41,44.0,41.0,tmn,3,3,5.683619022369385,0.8600391149520874,0.0182376708835363
44_41,44.0,41.0,tmn,3,4,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,3,5,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,3,6,5.78734302520752,0.9788621068000792,0.5993038415908813
44_41,44.0,41.0,tmn,4,0,-2.796703338623047,1.3837168216705322,0.1039074435830116
44_41,44.0,41.0,tmn,4,1,1.7460006475448608,1.0532912015914917,0.2659484148025512
44_41,44.0,41.0,tmn,4,2,5.683619022369385,0.8600391149520874,0.0182376708835363
44_41,44.0,41.0,tmn,4,3,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,4,4,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,4,5,5.78734302520752,0.9788621068000792,0.5993038415908813
44_41,44.0,41.0,tmn,4,6,1.5312683582305908,1.2372177839279177,0.057897999882698
44_41,44.0,41.0,tmn,5,0,1.7460006475448608,1.0532912015914917,0.2659484148025512
44_41,44.0,41.0,tmn,5,1,5.683619022369385,0.8600391149520874,0.0182376708835363
44_41,44.0,41.0,tmn,5,2,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,5,3,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,5,4,5.78734302520752,0.9788621068000792,0.5993038415908813
44_41,44.0,41.0,tmn,5,5,1.5312683582305908,1.2372177839279177,0.057897999882698
44_41,44.0,41.0,tmn,5,6,-4.495253086090088,1.98376989364624,0.1442037969827652
44_41,44.0,41.0,tmn,6,0,5.683619022369385,0.8600391149520874,0.0182376708835363
44_41,44.0,41.0,tmn,6,1,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,6,2,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,6,3,5.78734302520752,0.9788621068000792,0.5993038415908813
44_41,44.0,41.0,tmn,6,4,1.5312683582305908,1.2372177839279177,0.057897999882698
44_41,44.0,41.0,tmn,6,5,-4.495253086090088,1.98376989364624,0.1442037969827652
44_41,44.0,41.0,tmn,6,6,-9.530308723449709,2.5816237926483154,0.4290058612823486
44_41,44.0,41.0,tmn,7,0,8.600088119506836,0.6561537384986877,0.2994341254234314
44_41,44.0,41.0,tmn,7,1,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,7,2,5.78734302520752,0.9788621068000792,0.5993038415908813
44_41,44.0,41.0,tmn,7,3,1.5312683582305908,1.2372177839279177,0.057897999882698
44_41,44.0,41.0,tmn,7,4,-4.495253086090088,1.98376989364624,0.1442037969827652
44_41,44.0,41.0,tmn,7,5,-9.530308723449709,2.5816237926483154,0.4290058612823486
44_41,44.0,41.0,tmn,7,6,-11.849318504333496,2.03530216217041,0.4234767258167267
44_41,44.0,41.0,tmn,8,0,8.778974533081055,0.829454779624939,0.5547533631324768
44_41,44.0,41.0,tmn,8,1,5.78734302520752,0.9788621068000792,0.5993038415908813
